Institute ID,Name,City,State,Score,Rank,Stream,Library_2022-23,Library_2021-22,Library_2020-21,New Equipment for Laboratories_2022-23,New Equipment for Laboratories_2021-22,New Equipment for Laboratories_2020-21,Engineering Workshops_2022-23,Engineering Workshops_2021-22,Engineering Workshops_2020-21,Studios_2022-23,Studios_2021-22,Studios_2020-21,Other expenditure on creation of Capital Assets (excluding expenditure on Land and Building)_2022-23,Other expenditure on creation of Capital Assets (excluding expenditure on Land and Building)_2021-22,Other expenditure on creation of Capital Assets (excluding expenditure on Land and Building)_2020-21,Salaries (Teaching and Non Teaching staff)_2022-23,Salaries (Teaching and Non Teaching staff)_2021-22,Salaries (Teaching and Non Teaching staff)_2020-21,"Maintenance of Academic Infrastructure or consumables and other running expenditures(excluding maintenance of hostels and allied services,rent of the building, depreciation cost, etc)_2022-23","Maintenance of Academic Infrastructure or consumables and other running expenditures(excluding maintenance of hostels and allied services,rent of the building, depreciation cost, etc)_2021-22","Maintenance of Academic Infrastructure or consumables and other running expenditures(excluding maintenance of hostels and allied services,rent of the building, depreciation cost, etc)_2020-21",Seminars/Conferences/Workshops_2022-23,Seminars/Conferences/Workshops_2021-22,Seminars/Conferences/Workshops_2020-21,Total Male UG,Total Female UG,Total Male PG,Total Female PG,Total Strength UG,Total Strength PG,Total Same State Strength UG,Total Same State Strength PG,Total Different State Strength UG,Total Different State Strength PG,Total Different Country Strength UG,Total Different Country Strength PG,Total Economically Backward Strength UG,Total Economically Backward Strength PG,Total Socially Challenged Strength UG,Total Socially Challenged Strength PG,Total Tuition Fee Reimbursed from govt UG,Total Tuition Fee Reimbursed from govt PG,Total Tuition Fee Reimbursed from Institute Funds UG,Total Tuition Fee Reimbursed from Institute Funds PG,Total Tuition Fee Reimbursed from Private Bodies UG,Total Tuition Fee Reimbursed from Private Bodies PG,Students who are not receiving full tuition fee reimbursement UG,Students who are not receiving full tuition fee reimbursement PG
IR-N-C-7240,"Manipal College of Dental Sciences, Mangalore",Mangaluru,Karnataka,62.07,11,Dental,8261494,9442787,9793891,11147625,6311566,1032713,0,0,0,0,0,0,3386061,1069099,2038856,197330345,198801438,160406386,137486382,113287514,102703418,2151935,1996731,921469,117,288,13,65,405,78,90,20,315,58,0,0,1,0,84,9,0,0,6,1,0,0,79,8
IR-N-C-35008,JSS Dental College and Hospital,Mysuru,Karnataka,60.57,12,Dental,17015253,17006836,14902454,21788484,10545210,21109237,0,0,0,0,0,0,30531545,30344380,13777136,217970340,247078546,240330896,94233000,93079947,72095511,1918360,40150,650000,125,301,21,74,426,95,202,22,223,68,1,5,25,10,245,25,20,1,15,12,15,10,220,12
IR-N-U-0465,Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,59.07,13,Dental,4196439,3318497,2187052,12969369,7297999,2384427,0,0,0,0,0,0,11974572,7080774,4080878,196839639,143626135,103816754,79925463,74456948,61504017,2975427,1112136,274440,92,387,30,111,479,141,249,78,225,59,5,4,10,2,206,61,77,36,137,27,2,0,0,0
IR-N-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,58.98,14,Dental,4708816,4001475,3205560,10600000,13863740,1746520,0,0,0,0,0,0,14110531,11791380,9350323,101953176,98547580,63721597,67602283,52763186,17775977,3631794,352134,322616,56,205,25,53,261,78,21,14,240,64,0,0,0,0,82,29,0,0,20,6,0,0,62,23
IR-N-C-14033,"Govt. Dental College, Nagpur",Nagpur,Maharashtra,58.5,15,Dental,1715615,1216253,359083,30000000,23000000,17814496,0,0,0,0,0,0,35100000,4500000,3000000,241879000,207863000,145575000,9706000,11000000,5200000,1000000,10500,10500,77,204,18,43,281,61,257,43,19,18,5,0,33,6,143,26,143,32,0,0,0,0,33,0
IR-N-U-0724,M.S. Ramaiah University of Applied Sciences,Bengaluru,Karnataka,57.98,16,Dental,2257431,1581416,1442319,7767912,2706989,2109172,0,0,0,0,0,0,4288014,3969281,3062652,143006612,130385809,133557348,82700338,48641744,45151637,1905258,1173357,1043892,80,220,20,88,300,108,214,64,86,44,0,0,65,24,115,32,13,3,0,0,0,0,167,53
IR-N-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,55.69,17,Dental,815471,322897,457130,25632193,2469862,2097000,0,0,0,0,0,0,1996452,452302,310894,226974419,193613017,155313017,3531185,2833570,417184,961510,220981,0,92,120,15,50,212,65,85,20,127,45,0,0,22,4,134,33,13,0,0,0,0,0,143,37
IR-N-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,55.33,18,Dental,1407034,1152008,1410119,4050000,1692000,3587963,0,0,0,0,0,0,5550000,4804000,4805323,242536500,176104500,175460991,7059000,4227000,2997000,425000,416000,31900,62,85,17,34,147,51,119,24,27,27,1,0,85,1,33,21,40,0,0,0,0,0,78,22
IR-N-C-40178,"Government Dental College, Bangalore",Bengaluru,Karnataka,54.95,19,Dental,400969,2365651,2346528,620454,136073,10030,0,0,0,0,0,0,2194299,5103913,1401144,223477478,248420997,221220000,24200000,24200000,24200000,14721,10000,30000,100,185,21,59,285,80,258,46,27,34,0,0,2,5,145,42,75,6,0,0,10,0,62,41
IR-N-U-0461,Dr. M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,54.52,20,Dental,5563659,3972699,2786072,2571268,5944959,3843956,0,0,0,0,0,0,22471622,18678490,11020233,129636459,94880918,63841148,69819939,52892853,35835498,5354286,4741274,3316922,90,351,18,84,441,102,211,72,227,29,3,1,21,25,329,63,164,18,126,27,9,3,51,40
IR-N-C-48122,Government Dental College,Thiruvananthapuram,Kerala,53.91,21,Dental,100000,1000000,1000000,5103000,5693000,6544274,0,0,0,0,0,0,38222000,13400000,8272356,301387000,232667797,164507000,19109000,13400000,8272356,600500,555000,646500,39,208,18,60,247,78,239,60,8,18,0,0,9,5,177,43,112,16,0,0,15,0,59,32
IR-N-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,53.89,22,Dental,33971654,23341001,4218530,169662645,94745441,83253164,0,0,0,0,0,0,118399402,63380013,64327101,186878431,84873084,69402773,166249370,115011941,37892713,31594975,13985164,14752073,129,279,15,48,408,63,115,14,293,49,0,0,0,0,49,1,4,0,21,0,0,0,24,1
IR-N-C-30756,Postgraduate Institute of Dental Sciences,Rohtak,Haryana,53.78,23,Dental,961101,4379776,4116493,1190865,905218,2029506,0,0,0,0,0,0,11946472,7933095,5475035,349802296,311458936,278652122,9232455,13634349,10121000,1307099,1073705,1517165,115,296,27,72,411,99,359,52,49,47,3,0,39,2,152,46,14,0,1,0,0,0,176,48
IR-N-U-0295,Datta Meghe Institute of Higher Education and Research,Wardha,Maharashtra,53.64,24,Dental,8970344,8674633,8618484,14655368,14336505,11574686,0,0,0,0,0,0,2707627,1329889,1085161,243372355,241082053,191519054,62069874,14167456,50210030,23130570,9877741,10121682,72,353,20,84,425,104,221,48,204,53,0,3,0,0,49,26,0,0,31,6,0,0,18,20
IR-N-C-13829,"Govt. Dental College, Mumbai",Mumbai,Maharashtra,53.54,25,Dental,661000,973736,880000,24569000,22871000,26520000,0,0,0,0,0,0,17874000,326000,0,255171000,186340000,175904000,176760000,9158000,1555000,157100,0,0,183,394,20,49,577,69,533,42,44,27,0,0,106,6,316,35,320,0,0,0,18,0,84,41
IR-N-C-8528,Yenepoya Dental College,Mangaluru,Karnataka,53.32,26,Dental,702541,1347301,969448,0,757689,89975,0,0,0,0,0,0,26429594,13738540,6869499,237832339,198221088,194834011,83943824,51221043,45920904,2409152,362822,392836,102,391,59,99,493,158,127,34,366,124,0,0,32,11,429,93,0,0,5,1,0,0,456,103
IR-N-U-0078,Panjab University,Chandigarh,Chandigarh,52.99,27,Dental,2422666,2500000,2500000,2409506,1183293,359461,0,0,0,0,0,0,144000,62148,0,219446535,199097100,182731700,6477609,5370593,2681301,0,15000,0,103,381,8,36,484,44,101,4,372,40,11,0,29,2,96,6,0,0,0,0,0,0,125,8
IR-N-N-153,Nair Hospital Dental College,Mumbai,Maharashtra,52.92,28,Dental,3955657,4794571,4368136,11257274,3667658,8500000,0,0,0,0,0,0,96795000,28595000,18387000,541066000,403255000,379899000,15965000,11765000,24605000,500000,500000,500000,95,234,13,59,329,72,281,36,48,36,0,0,22,3,148,33,101,0,0,0,10,0,59,36
IR-N-C-24504,KLE Vishwanath Katti Institute of Dental Sciences,Belgaum,Karnataka,52.84,29,Dental,7548049,5829354,5835555,4795439,12483163,7720549,0,0,0,0,0,0,3942596,2846537,342791,125047455,116446407,109429192,66639154,53054185,66209678,3420064,3207358,2388984,102,305,32,87,407,119,98,12,307,107,2,0,22,3,132,24,10,2,6,8,1,0,137,17
IR-N-C-29150,Christian Dental College,Ludhiana,Punjab,52.72,30,Dental,8450898,6326710,400000,1005014,4750000,586900,0,0,0,0,0,0,6106466,4075000,1107243,75700731,67730174,67357470,14954893,5533311,8533311,104000,36000,21000,48,152,7,20,200,27,126,15,73,12,1,0,14,2,6,0,0,0,0,0,0,0,20,2
IR-N-N-238,SDM College of Dental Sciences & Hospital,Dharwad,Karnataka,52.67,31,Dental,8767819,5143393,3526250,10577485,16586002,21497601,0,0,0,0,0,0,10458532,9667330,9588027,179471475,153505322,154441430,218004508,60893820,13354902,3564705,8684954,61306,151,352,37,79,503,116,402,68,89,48,12,0,0,0,220,38,59,6,0,0,15,1,146,31
IR-N-N-353,SRM Kattankulathur Dental College,Chennai,Tamil Nadu,52.13,32,Dental,1439863,1023043,4019950,12987840,5753585,3657409,0,0,0,0,0,0,10232593,1658773,1989196,102141665,105970598,74480376,96047621,48344320,81786114,538650,51053,260000,147,311,25,29,458,54,339,35,118,19,1,0,0,0,141,27,0,0,59,5,0,0,82,22
IR-N-C-45605,Chettinad Dental College and Research Institute,Kelambakkam,Tamil Nadu,51.71,33,Dental,30349354,21042465,10997336,25696417,8314435,9141558,0,0,0,0,0,0,21450503,32518262,8039320,154128085,121152624,108639349,87024408,114830100,46626138,14806896,0,11935949,126,374,17,52,500,69,380,56,104,12,16,1,40,3,96,12,55,3,60,5,15,3,6,4
IR-N-C-5910,Government Dental College,Ahmedabad,Gujarat,51.6,34,Dental,3119675,106845,88000,6000000,0,5496000,0,0,0,0,0,0,58757455,30521608,4350000,228053470,264200000,138535000,4153639,3472398,27571000,450000,450000,450000,212,345,29,78,557,107,504,54,53,53,0,0,43,12,269,47,145,0,41,59,0,0,126,0
IR-N-C-6548,Mahatma Gandhi P.G. Institute of Dental Sciences,Pondicherry,Pondicherry,51.39,35,Dental,971686,161630,0,4380839,5114657,3779227,0,0,0,0,0,0,19465193,5144004,5683931,362111352,334465118,308653320,31512787,20684160,17515528,49156,52321,100000,50,141,18,24,191,42,183,25,8,17,0,0,2,2,81,25,53,3,0,0,0,0,30,24
IR-N-C-35422,"Bharati Vidyapeeth (Deemed to be University) Dental College and Hospital, Pune",Pune,Maharashtra,51.06,36,Dental,2972603,401491,461691,9310735,14543324,77780,0,0,0,0,0,0,1743416,3222287,685123,149201453,139212064,173475360,107985104,86011031,98460597,179179,62427,41965,134,393,19,96,527,115,346,62,181,53,0,0,0,0,91,19,0,0,0,0,0,0,91,19
IR-N-C-40193,Bapuji Dental College & Hospital,Davangere,Karnataka,50.86,37,Dental,5645375,2842274,2338754,31128342,21145598,12147693,0,0,0,0,0,0,9011115,8891105,1715010,16245185,142248175,119129713,81437456,12809444,15572406,1015389,627365,8104,100,271,30,82,371,112,331,58,40,54,0,0,120,73,251,39,43,7,0,0,0,0,328,105
IR-N-U-0169,Manav Rachna International Institute of Research and Studies,Faridabad,Haryana,49.88,38,Dental,1445693,1585832,196300,1074871,649467,833669,0,0,0,0,0,0,13670419,7385729,17545287,87165756,77117443,60940179,76108472,46636412,43523880,206727,159443,9000,92,337,12,39,429,51,81,3,347,48,1,0,28,5,13,4,7,1,27,7,1,0,6,1
IR-N-C-45597,"Adhiparasakthi Dental College and Hospital, Kancheepuram",Melmaruvathur,Tamil Nadu,49.44,39,Dental,5672600,5882788,4065199,9194833,9230224,1980946,0,0,0,0,0,0,5199091,0,362800,105103692,103207541,93316699,114314051,78116552,28415713,200324,3986600,1687626,119,332,22,25,451,47,316,45,120,2,15,0,188,3,263,44,69,3,0,0,0,0,382,44
IR-N-N-73,Army College of Dental Sciences,Secunderabad,Telangana,49.38,40,Dental,1243172,1322981,2096838,613104,1362743,3904903,0,0,0,0,0,0,400000,19190417,16943731,45933133,45472512,48170548,3985607,3785898,2485007,913172,1245520,911791,39,148,14,31,187,45,49,10,138,35,0,0,4,1,20,7,0,0,0,0,0,0,24,8
