Institute ID,Name,City,State,Score,Rank,Stream
IR-P-I-1256,Noida Institute of Engineering and Technology (Pharmacy Institute),Greater Noida,Uttar Pradesh,53.55,40,Pharmacy
IR-P-C-19322,N.G.S.M. Institute of Pharmaceutical Sciences,Mangaluru,Karnataka,53.35,41,Pharmacy
IR-P-C-24505,"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,52.66,42,Pharmacy
IR-P-U-0051,Dibrugarh University,Dibrugarh,Assam,52.16,43,Pharmacy
IR-P-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,51.93,44,Pharmacy
IR-P-U-0519,Integral University,Lucknow,Uttar Pradesh,51.44,45,Pharmacy
IR-P-U-0383,Punjabi University,Patiala,Punjab,51.33,46,Pharmacy
IR-P-U-0763,Parul University,Vadodara,Gujarat,51.3,47,Pharmacy
IR-P-U-0011,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,51.03,48,Pharmacy
IR-P-U-0427,Suresh Gyan Vihar University,Jaipur,Rajasthan,50.81,49,Pharmacy
IR-P-U-0643,Galgotias University,Gautam Budh Nagar,Uttar Pradesh,50.73,50,Pharmacy
IR-P-U-0332,Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Maharashtra,50.22,51,Pharmacy
IR-P-C-409,L. M. College of Pharmacy,Ahmedabad,Gujarat,50.02,52,Pharmacy
IR-P-U-0513,G. L. A. University,Mathura,Uttar Pradesh,49.74,53,Pharmacy
IR-P-U-0085,Guru Ghasidas Vishwavidyalaya,BILASPUR (Chhattisgarh),Chhattisgarh,49.65,54,Pharmacy
IR-P-U-0162,Guru Jambheshwar University of Science and Technology,Hisar,Haryana,48.98,55,Pharmacy
IR-P-I-1045,R. C. Patel Institute of Pharmaceutical Education and Research,Shirpur,Maharashtra,48.75,56,Pharmacy
IR-P-C-10250,Amar Shaheed Baba Ajit Singh Jujhar Singh Memorial College,Bela,Punjab,48.51,57,Pharmacy
IR-P-C-45540,PSG College of Pharmacy,Coimbatore,Tamil Nadu,48.08,58,Pharmacy
IR-P-U-0413,Mohan Lal Sukhadia University,Udaipur,Rajasthan,47.03,59,Pharmacy
IR-P-U-0034,Sri Padmavathi Mahila Visvavidyalayam,Tirupati,Andhra Pradesh,46.63,60,Pharmacy
IR-P-C-18900,Smt. Kishoritai Bhoyar College of Pharmacy,Nagpur,Maharashtra,46.37,61,Pharmacy
IR-P-U-0562,"Kumaun University, Nainital",Nainital,Uttarakhand,46.34,62,Pharmacy
IR-P-I-1289,Acharya Nagarjuna University College of Pharmaceutical Sciences,Guntur,Andhra Pradesh,46.1,63,Pharmacy
IR-P-U-0491,Vels Institute of Science Technology and Advanced Studies (VISTAS),Chennai,Tamil Nadu,46.0,64,Pharmacy
IR-P-C-45585,Nandha College of Pharmacy,Erode,Tamil Nadu,45.5,65,Pharmacy
IR-P-C-10283,Chandigarh College of Pharmacy,Landran,Punjab,45.3,66,Pharmacy
IR-P-U-0311,Krishna Vishwa Vidyapeeth,Karad,Maharashtra,45.13,67,Pharmacy
IR-P-U-0724,M.S. Ramaiah University of Applied Sciences,Bengaluru,Karnataka,45.02,68,Pharmacy
IR-P-U-0541,Sharda University,Greater Noida,Uttar Pradesh,44.75,69,Pharmacy
IR-P-U-0135,Gujarat Technological University,Ahmedabad,Gujarat,44.33,70,Pharmacy
IR-P-C-19747,Anurag University,Hyderabad,Telangana,44.22,71,Pharmacy
IR-P-U-0938,Dr. Vishwanath Karad MIT World Peace University,Pune,Maharashtra,43.74,72,Pharmacy
IR-P-C-33873,Bombay College of Pharmacy,Mumbai,Maharashtra,43.72,73,Pharmacy
IR-P-S-10906,Guru Nanak Institute of Pharmaceutical Science and Technology,Kolkata,West Bengal,43.66,74,Pharmacy
IR-P-U-0502,Bundelkhand University,Jhansi,Uttar Pradesh,43.66,74,Pharmacy
IR-P-C-34531,Y. B. Chavan College of Pharmacy,Aurangabad,Maharashtra,43.49,76,Pharmacy
IR-P-C-46111,KIET Group of Institutions: KIET Group of Pharmacy,Ghaziabad,Uttar Pradesh,43.42,77,Pharmacy
IR-P-I-1243,"College of Pharmacy, Madras Medical College",Chennai,Tamil Nadu,43.36,78,Pharmacy
IR-P-C-26904,Sri Venkateswara College of Pharmacy,Chittoor,Andhra Pradesh,42.77,79,Pharmacy
IR-P-C-11091,Bharati Vidyapeeth College of Pharmacy,Kolhapur,Maharashtra,42.5,80,Pharmacy
IR-P-U-0774,DIT University,Dehradun,Uttarakhand,42.48,81,Pharmacy
IR-P-C-45757,Arulmigu Kalasalingam College of Pharmacy,Srivilliputtur,Tamil Nadu,41.58,82,Pharmacy
IR-P-C-40080,Sri Adichunchanagiri College of Pharmacy,B G Nagar,Karnataka,41.54,83,Pharmacy
IR-P-U-0445,B. S. Abdur Rahman Crescent Institute of Science and Technology,Chennai,Tamil Nadu,41.48,84,Pharmacy
IR-P-U-0536,"Sam Higginbottom Institute of Agriculture, Technology and Sciences",Prayagraj,Uttar Pradesh,41.45,85,Pharmacy
IR-P-C-40354,Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,41.35,86,Pharmacy
IR-P-C-19613,Vishnu Institute of Pharmaceutical Education and Research,Narsapur,Telangana,41.19,87,Pharmacy
IR-P-U-0019,Kakatiya University,"Hanamkonda, Warangal",Telangana,41.15,88,Pharmacy
IR-P-U-0492,Vinayaka Mission's Research Foundation,Salem,Tamil Nadu,41.01,89,Pharmacy
IR-P-C-16179,Ramanbhai Patel College of Pharmacy,Anand,Gujarat,40.9,90,Pharmacy
IR-P-U-0668,"Uka Tarsadia University, Bardoli",Bardoli,Gujarat,40.87,91,Pharmacy
IR-P-C-24007,Shri Vishnu College of Pharmacy,Bhimavaram,Andhra Pradesh,40.72,92,Pharmacy
IR-P-C-30858,Goa College of Pharmacy,Panaji,Goa,40.69,93,Pharmacy
IR-P-C-6178,Dr. B. C. Roy College of Pharmacy and Allied Health Sciences,Durgapur,West Bengal,40.67,94,Pharmacy
IR-P-C-19611,CMR College of Pharmacy,Rangareddy,Telangana,40.51,95,Pharmacy
IR-P-C-42167,P. E. Society`s Modern College of Pharmacy,Pune,Maharashtra,40.3,96,Pharmacy
IR-P-C-33635,Principal K.M. Kundnani College of Pharmacy,Mumbai,Maharashtra,40.23,97,Pharmacy
IR-P-C-40235,Krupanidhi College of Pharmacy,Bengaluru,Karnataka,40.1,98,Pharmacy
IR-P-I-1276,AISSMS College of Pharmacy,Pune,Maharashtra,39.97,99,Pharmacy
IR-P-C-30768,"College of Pharmacy, Pandit Bhagwat Dayal Sharma University of Health Sciences",Rohtak,Haryana,39.54,100,Pharmacy
